ORF	Gene.Name	SGD.Num	GO.Term.Type	GO.Term.Description	GO.Term.Number	Annotation.Status
YLR226W	BUR2	S000004216	F	enzyme regulator activity	GO:0030234	ORF|Verified
YLR227C	ADY4	S000004217	F	structural molecule activity	GO:0005198	ORF|Verified
YLR228C	ECM22	S000004218	F	DNA binding	GO:0003677	ORF|Verified
YLR228C	ECM22	S000004218	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YLR229C	CDC42	S000004219	F	GTPase activity	GO:0003924	ORF|Verified
YLR229C	CDC42	S000004219	F	hydrolase activity	GO:0016787	ORF|Verified
YLR230W		S000004220	F	molecular_function	GO:0003674	ORF|Dubious
YLR231C	BNA5	S000004221	F	hydrolase activity	GO:0016787	ORF|Verified
YLR232W		S000004222	F	molecular_function	GO:0003674	ORF|Dubious
YLR233C	EST1	S000004223	F	DNA binding	GO:0003677	ORF|Verified
YLR233C	EST1	S000004223	F	RNA binding	GO:0003723	ORF|Verified
YLR234W	TOP3	S000004224	F	isomerase activity	GO:0016853	ORF|Verified
YLR235C		S000004225	F	molecular_function	GO:0003674	ORF|Dubious
YLR236C		S000004226	F	molecular_function	GO:0003674	ORF|Dubious
YLR237W	THI7	S000004227	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLR238W	FAR10	S000004228	F	molecular_function	GO:0003674	ORF|Verified
YLR239C	LIP2	S000004229	F	ligase activity	GO:0016874	ORF|Verified
YLR240W	VPS34	S000004230	F	kinase activity	GO:0016301	ORF|Verified
YLR240W	VPS34	S000004230	F	transferase activity	GO:0016740	ORF|Verified
YLR241W	CSC1	S000004231	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLR242C	ARV1	S000004232	F	molecular_function	GO:0003674	ORF|Verified
YLR243W	GPN3	S000004233	F	GTPase activity	GO:0003924	ORF|Verified
YLR243W	GPN3	S000004233	F	hydrolase activity	GO:0016787	ORF|Verified
YLR244C	MAP1	S000004234	F	RNA binding	GO:0003723	ORF|Verified
YLR244C	MAP1	S000004234	F	hydrolase activity	GO:0016787	ORF|Verified
YLR244C	MAP1	S000004234	F	mRNA binding	GO:0003729	ORF|Verified
YLR244C	MAP1	S000004234	F	peptidase activity	GO:0008233	ORF|Verified
YLR245C	CDD1	S000004235	F	hydrolase activity	GO:0016787	ORF|Verified
YLR246W	ERF2	S000004236	F	transferase activity	GO:0016740	ORF|Verified
YLR247C	IRC20	S000004237	F	helicase activity	GO:0004386	ORF|Verified
YLR247C	IRC20	S000004237	F	hydrolase activity	GO:0016787	ORF|Verified
YLR247C	IRC20	S000004237	F	transferase activity	GO:0016740	ORF|Verified
YLR248W	RCK2	S000004238	F	kinase activity	GO:0016301	ORF|Verified
YLR248W	RCK2	S000004238	F	transferase activity	GO:0016740	ORF|Verified
YLR249W	YEF3	S000004239	F	ATPase activity	GO:0016887	ORF|Verified
YLR249W	YEF3	S000004239	F	RNA binding	GO:0003723	ORF|Verified
YLR249W	YEF3	S000004239	F	hydrolase activity	GO:0016787	ORF|Verified
YLR249W	YEF3	S000004239	F	translation factor activity, RNA binding	GO:0008135	ORF|Verified
YLR250W	SSP120	S000004240	F	molecular_function	GO:0003674	ORF|Verified
YLR251W	SYM1	S000004241	F	molecular_function	GO:0003674	ORF|Verified
YLR252W		S000004242	F	molecular_function	GO:0003674	ORF|Dubious
YLR253W	MCP2	S000004243	F	molecular_function	GO:0003674	ORF|Verified
YLR254C	NDL1	S000004244	F	cytoskeletal protein binding	GO:0008092	ORF|Verified
YLR255C		S000004245	F	molecular_function	GO:0003674	ORF|Dubious
YLR256W	HAP1	S000004246	F	DNA binding	GO:0003677	ORF|Verified
YLR256W	HAP1	S000004246	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YLR257W		S000004247	F	molecular_function	GO:0003674	ORF|Verified
YLR258W	GSY2	S000004248	F	transferase activity	GO:0016740	ORF|Verified
YLR258W	GSY2	S000004248	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YLR259C	HSP60	S000004249	F	ATPase activity	GO:0016887	ORF|Verified
YLR259C	HSP60	S000004249	F	DNA binding	GO:0003677	ORF|Verified
YLR259C	HSP60	S000004249	F	hydrolase activity	GO:0016787	ORF|Verified
YLR259C	HSP60	S000004249	F	unfolded protein binding	GO:0051082	ORF|Verified
YLR260W	LCB5	S000004250	F	kinase activity	GO:0016301	ORF|Verified
YLR260W	LCB5	S000004250	F	transferase activity	GO:0016740	ORF|Verified
YLR261C	VPS63	S000004251	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR262C	YPT6	S000004252	F	GTPase activity	GO:0003924	ORF|Verified
YLR262C	YPT6	S000004252	F	hydrolase activity	GO:0016787	ORF|Verified
YLR262C-A	TMA7	S000007246	F	molecular_function	GO:0003674	ORF|Verified
YLR263W	RED1	S000004253	F	DNA binding	GO:0003677	ORF|Verified
YLR263W	RED1	S000004253	F	chromatin binding	GO:0003682	ORF|Verified
YLR263W	RED1	S000004253	F	structural molecule activity	GO:0005198	ORF|Verified
YLR264C-A		S000028808	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR264W	RPS28B	S000004254	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR264W	RPS28B	S000004254	F	structural molecule activity	GO:0005198	ORF|Verified
YLR265C	NEJ1	S000004255	F	DNA binding	GO:0003677	ORF|Verified
YLR266C	PDR8	S000004256	F	DNA binding	GO:0003677	ORF|Verified
YLR266C	PDR8	S000004256	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YLR267W	BOP2	S000004257	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR268W	SEC22	S000004258	F	other		ORF|Verified
YLR269C		S000004259	F	molecular_function	GO:0003674	ORF|Dubious
YLR270W	DCS1	S000004260	F	enzyme regulator activity	GO:0030234	ORF|Verified
YLR270W	DCS1	S000004260	F	hydrolase activity	GO:0016787	ORF|Verified
YLR271W	CMG1	S000004261	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR272C	YCS4	S000004262	F	chromatin binding	GO:0003682	ORF|Verified
YLR273C	PIG1	S000004263	F	enzyme regulator activity	GO:0030234	ORF|Verified
YLR274W	MCM5	S000004264	F	ATPase activity	GO:0016887	ORF|Verified
YLR274W	MCM5	S000004264	F	DNA binding	GO:0003677	ORF|Verified
YLR274W	MCM5	S000004264	F	chromatin binding	GO:0003682	ORF|Verified
YLR274W	MCM5	S000004264	F	helicase activity	GO:0004386	ORF|Verified
YLR274W	MCM5	S000004264	F	hydrolase activity	GO:0016787	ORF|Verified
YLR275W	SMD2	S000004265	F	molecular_function	GO:0003674	ORF|Verified
YLR276C	DBP9	S000004266	F	ATPase activity	GO:0016887	ORF|Verified
YLR276C	DBP9	S000004266	F	RNA binding	GO:0003723	ORF|Verified
YLR276C	DBP9	S000004266	F	helicase activity	GO:0004386	ORF|Verified
YLR276C	DBP9	S000004266	F	hydrolase activity	GO:0016787	ORF|Verified
YLR276C	DBP9	S000004266	F	mRNA binding	GO:0003729	ORF|Verified
YLR277C	YSH1	S000004267	F	RNA binding	GO:0003723	ORF|Verified
YLR277C	YSH1	S000004267	F	hydrolase activity	GO:0016787	ORF|Verified
YLR277C	YSH1	S000004267	F	nuclease activity	GO:0004518	ORF|Verified
YLR278C		S000004268	F	DNA binding	GO:0003677	ORF|Uncharacterized
YLR279W		S000004269	F	molecular_function	GO:0003674	ORF|Dubious
YLR280C		S000004270	F	molecular_function	GO:0003674	ORF|Dubious
YLR281C		S000004271	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR282C		S000004272	F	molecular_function	GO:0003674	ORF|Dubious
YLR283W		S000004273	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR284C	ECI1	S000004274	F	isomerase activity	GO:0016853	ORF|Verified
YLR285C-A		S000028569	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR285W	NNT1	S000004275	F	methyltransferase activity	GO:0008168	ORF|Verified
YLR285W	NNT1	S000004275	F	transferase activity	GO:0016740	ORF|Verified
YLR286C	CTS1	S000004276	F	hydrolase activity	GO:0016787	ORF|Verified
YLR286C	CTS1	S000004276	F	hydrolase activity, acting on glycosyl bonds	GO:0016798	ORF|Verified
YLR286W-A		S000028679	F	molecular_function	GO:0003674	ORF|Dubious
YLR287C		S000004277	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR287C-A	RPS30A	S000004278	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR287C-A	RPS30A	S000004278	F	structural molecule activity	GO:0005198	ORF|Verified
YLR288C	MEC3	S000004279	F	DNA binding	GO:0003677	ORF|Verified
YLR289W	GUF1	S000004280	F	GTPase activity	GO:0003924	ORF|Verified
YLR289W	GUF1	S000004280	F	hydrolase activity	GO:0016787	ORF|Verified
YLR290C	COQ11	S000004281	F	molecular_function	GO:0003674	ORF|Verified
YLR291C	GCD7	S000004282	F	RNA binding	GO:0003723	ORF|Verified
YLR291C	GCD7	S000004282	F	enzyme regulator activity	GO:0030234	ORF|Verified
YLR291C	GCD7	S000004282	F	guanyl-nucleotide exchange factor activity	GO:0005085	ORF|Verified
YLR291C	GCD7	S000004282	F	translation factor activity, RNA binding	GO:0008135	ORF|Verified
YLR292C	SEC72	S000004283	F	protein transporter activity	GO:0008565	ORF|Verified
YLR293C	GSP1	S000004284	F	GTPase activity	GO:0003924	ORF|Verified
YLR293C	GSP1	S000004284	F	hydrolase activity	GO:0016787	ORF|Verified
YLR294C		S000004285	F	molecular_function	GO:0003674	ORF|Dubious
YLR295C	ATP14	S000004286	F	ATPase activity	GO:0016887	ORF|Verified
YLR295C	ATP14	S000004286	F	hydrolase activity	GO:0016787	ORF|Verified
YLR295C	ATP14	S000004286	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLR296W		S000004287	F	molecular_function	GO:0003674	ORF|Dubious
YLR297W		S000004288	F	molecular_function	GO:0003674	ORF|Verified
YLR298C	YHC1	S000004289	F	RNA binding	GO:0003723	ORF|Verified
YLR298C	YHC1	S000004289	F	mRNA binding	GO:0003729	ORF|Verified
YLR299C-A		S000028680	F	molecular_function	GO:0003674	ORF|Dubious
YLR299W	ECM38	S000004290	F	hydrolase activity	GO:0016787	ORF|Verified
YLR299W	ECM38	S000004290	F	peptidase activity	GO:0008233	ORF|Verified
YLR300W	EXG1	S000004291	F	hydrolase activity	GO:0016787	ORF|Verified
YLR300W	EXG1	S000004291	F	hydrolase activity, acting on glycosyl bonds	GO:0016798	ORF|Verified
YLR301W	HRI1	S000004292	F	molecular_function	GO:0003674	ORF|Verified
YLR302C		S000004293	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR303W	MET17	S000004294	F	lyase activity	GO:0016829	ORF|Verified
YLR303W	MET17	S000004294	F	transferase activity	GO:0016740	ORF|Verified
YLR304C	ACO1	S000004295	F	DNA binding	GO:0003677	ORF|Verified
YLR304C	ACO1	S000004295	F	lyase activity	GO:0016829	ORF|Verified
YLR305C	STT4	S000004296	F	kinase activity	GO:0016301	ORF|Verified
YLR305C	STT4	S000004296	F	transferase activity	GO:0016740	ORF|Verified
YLR306W	UBC12	S000004297	F	transferase activity	GO:0016740	ORF|Verified
YLR307C-A		S000028525	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR307W	CDA1	S000004298	F	hydrolase activity	GO:0016787	ORF|Verified
YLR308W	CDA2	S000004299	F	hydrolase activity	GO:0016787	ORF|Verified
YLR309C	IMH1	S000004300	F	molecular_function	GO:0003674	ORF|Verified
YLR310C	CDC25	S000004301	F	guanyl-nucleotide exchange factor activity	GO:0005085	ORF|Verified
YLR311C		S000004302	F	molecular_function	GO:0003674	ORF|Dubious
YLR312C	ATG39	S000004303	F	protein binding, bridging	GO:0030674	ORF|Verified
YLR312W-A	MRPL15	S000004304	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR312W-A	MRPL15	S000004304	F	structural molecule activity	GO:0005198	ORF|Verified
YLR313C	SPH1	S000004305	F	molecular_function	GO:0003674	ORF|Verified
YLR314C	CDC3	S000004306	F	ion binding	GO:0043167	ORF|Verified
YLR314C	CDC3	S000004306	F	lipid binding	GO:0008289	ORF|Verified
YLR314C	CDC3	S000004306	F	structural molecule activity	GO:0005198	ORF|Verified
YLR315W	NKP2	S000004307	F	molecular_function	GO:0003674	ORF|Verified
YLR316C	TAD3	S000004308	F	hydrolase activity	GO:0016787	ORF|Verified
YLR317W		S000004309	F	molecular_function	GO:0003674	ORF|Dubious
YLR318W	EST2	S000004310	F	DNA binding	GO:0003677	ORF|Verified
YLR318W	EST2	S000004310	F	nucleotidyltransferase activity	GO:0016779	ORF|Verified
YLR318W	EST2	S000004310	F	transferase activity	GO:0016740	ORF|Verified
YLR319C	BUD6	S000004311	F	cytoskeletal protein binding	GO:0008092	ORF|Verified
YLR319C	BUD6	S000004311	F	enzyme regulator activity	GO:0030234	ORF|Verified
YLR320W	MMS22	S000004312	F	molecular_function	GO:0003674	ORF|Verified
YLR321C	SFH1	S000004313	F	ATPase activity	GO:0016887	ORF|Verified
YLR321C	SFH1	S000004313	F	hydrolase activity	GO:0016787	ORF|Verified
YLR322W	VPS65	S000004314	F	molecular_function	GO:0003674	ORF|Dubious
YLR323C	CWC24	S000004315	F	molecular_function	GO:0003674	ORF|Verified
YLR324W	PEX30	S000004316	F	molecular_function	GO:0003674	ORF|Verified
YLR325C	RPL38	S000004317	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR325C	RPL38	S000004317	F	structural molecule activity	GO:0005198	ORF|Verified
YLR326W		S000004318	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR327C	TMA10	S000004319	F	molecular_function	GO:0003674	ORF|Verified
YLR328W	NMA1	S000004320	F	nucleotidyltransferase activity	GO:0016779	ORF|Verified
YLR328W	NMA1	S000004320	F	transferase activity	GO:0016740	ORF|Verified
YLR329W	REC102	S000004321	F	molecular_function	GO:0003674	ORF|Verified
YLR330W	CHS5	S000004322	F	enzyme binding	GO:0019899	ORF|Verified
YLR331C	JIP3	S000004323	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR332W	MID2	S000004324	F	signal transducer activity	GO:0004871	ORF|Verified
YLR333C	RPS25B	S000004325	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR333C	RPS25B	S000004325	F	structural molecule activity	GO:0005198	ORF|Verified
YLR334C		S000004326	F	molecular_function	GO:0003674	ORF|Dubious
YLR335W	NUP2	S000004327	F	enzyme binding	GO:0019899	ORF|Verified
YLR336C	SGD1	S000004328	F	molecular_function	GO:0003674	ORF|Verified
YLR337C	VRP1	S000004329	F	cytoskeletal protein binding	GO:0008092	ORF|Verified
YLR338W	OPI9	S000004330	F	molecular_function	GO:0003674	ORF|Dubious
YLR339C		S000004331	F	molecular_function	GO:0003674	ORF|Dubious
YLR340W	RPP0	S000004332	F	RNA binding	GO:0003723	ORF|Verified
YLR340W	RPP0	S000004332	F	rRNA binding	GO:0019843	ORF|Verified
YLR340W	RPP0	S000004332	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR340W	RPP0	S000004332	F	structural molecule activity	GO:0005198	ORF|Verified
YLR341W	SPO77	S000004333	F	molecular_function	GO:0003674	ORF|Verified
YLR342W	FKS1	S000004334	F	transferase activity	GO:0016740	ORF|Verified
YLR342W	FKS1	S000004334	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YLR342W-A		S000028571	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR343W	GAS2	S000004335	F	transferase activity	GO:0016740	ORF|Verified
YLR344W	RPL26A	S000004336	F	RNA binding	GO:0003723	ORF|Verified
YLR344W	RPL26A	S000004336	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR344W	RPL26A	S000004336	F	structural molecule activity	GO:0005198	ORF|Verified
YLR345W		S000004337	F	kinase activity	GO:0016301	ORF|Uncharacterized
YLR345W		S000004337	F	transferase activity	GO:0016740	ORF|Uncharacterized
YLR346C	CIS1	S000004338	F	molecular_function	GO:0003674	ORF|Verified
YLR347C	KAP95	S000004339	F	guanyl-nucleotide exchange factor activity	GO:0005085	ORF|Verified
YLR347C	KAP95	S000004339	F	protein transporter activity	GO:0008565	ORF|Verified
YLR347W-A		S000028681	F	molecular_function	GO:0003674	ORF|Dubious
YLR348C	DIC1	S000004340	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLR349W		S000004341	F	molecular_function	GO:0003674	ORF|Dubious
YLR350W	ORM2	S000004342	F	molecular_function	GO:0003674	ORF|Verified
YLR351C	NIT3	S000004343	F	hydrolase activity	GO:0016787	ORF|Verified
YLR352W		S000004344	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR353W	BUD8	S000004345	F	molecular_function	GO:0003674	ORF|Verified
YLR354C	TAL1	S000004346	F	transferase activity	GO:0016740	ORF|Verified
YLR355C	ILV5	S000004347	F	DNA binding	GO:0003677	ORF|Verified
YLR355C	ILV5	S000004347	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR356W	ATG33	S000004348	F	molecular_function	GO:0003674	ORF|Verified
YLR357W	RSC2	S000004349	F	ATPase activity	GO:0016887	ORF|Verified
YLR357W	RSC2	S000004349	F	hydrolase activity	GO:0016787	ORF|Verified
YLR358C		S000004350	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR359W	ADE13	S000004351	F	lyase activity	GO:0016829	ORF|Verified
YLR360W	VPS38	S000004352	F	molecular_function	GO:0003674	ORF|Verified
YLR361C	DCR2	S000004353	F	hydrolase activity	GO:0016787	ORF|Verified
YLR361C	DCR2	S000004353	F	phosphatase activity	GO:0016791	ORF|Verified
YLR361C-A		S000028845	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR362W	STE11	S000004354	F	kinase activity	GO:0016301	ORF|Verified
YLR362W	STE11	S000004354	F	signal transducer activity	GO:0004871	ORF|Verified
YLR362W	STE11	S000004354	F	transferase activity	GO:0016740	ORF|Verified
YLR363C	NMD4	S000004355	F	molecular_function	GO:0003674	ORF|Verified
YLR363W-A		S000007620	F	molecular_function	GO:0003674	ORF|Verified
YLR364C-A		S000028846	F	molecular_function	GO:0003674	ORF|Dubious
YLR364W	GRX8	S000004356	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR365W		S000004357	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR366W		S000004358	F	molecular_function	GO:0003674	ORF|Dubious
YLR367W	RPS22B	S000004359	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR367W	RPS22B	S000004359	F	structural molecule activity	GO:0005198	ORF|Verified
YLR368W	MDM30	S000004360	F	transferase activity	GO:0016740	ORF|Verified
YLR369W	SSQ1	S000004361	F	unfolded protein binding	GO:0051082	ORF|Verified
YLR370C	ARC18	S000004362	F	molecular_function	GO:0003674	ORF|Verified
YLR371W	ROM2	S000004363	F	guanyl-nucleotide exchange factor activity	GO:0005085	ORF|Verified
YLR371W	ROM2	S000004363	F	ion binding	GO:0043167	ORF|Verified
YLR371W	ROM2	S000004363	F	lipid binding	GO:0008289	ORF|Verified
YLR371W	ROM2	S000004363	F	signal transducer activity	GO:0004871	ORF|Verified
YLR372W	ELO3	S000004364	F	transferase activity	GO:0016740	ORF|Verified
YLR373C	VID22	S000004365	F	molecular_function	GO:0003674	ORF|Verified
YLR374C		S000004366	F	molecular_function	GO:0003674	ORF|Dubious
YLR375W	STP3	S000004367	F	DNA binding	GO:0003677	ORF|Verified
YLR376C	PSY3	S000004368	F	molecular_function	GO:0003674	ORF|Verified
YLR377C	FBP1	S000004369	F	hydrolase activity	GO:0016787	ORF|Verified
YLR377C	FBP1	S000004369	F	phosphatase activity	GO:0016791	ORF|Verified
YLR378C	SEC61	S000004370	F	protein transporter activity	GO:0008565	ORF|Verified
YLR378C	SEC61	S000004370	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLR379W		S000004371	F	molecular_function	GO:0003674	ORF|Dubious
YLR380W	CSR1	S000004372	F	other		ORF|Verified
YLR381W	CTF3	S000004373	F	molecular_function	GO:0003674	ORF|Verified
YLR382C	NAM2	S000004374	F	RNA binding	GO:0003723	ORF|Verified
YLR382C	NAM2	S000004374	F	ligase activity	GO:0016874	ORF|Verified
YLR382C	NAM2	S000004374	F	mRNA binding	GO:0003729	ORF|Verified
YLR383W	SMC6	S000004375	F	DNA binding	GO:0003677	ORF|Verified
YLR383W	SMC6	S000004375	F	transferase activity	GO:0016740	ORF|Verified
YLR384C	IKI3	S000004376	F	RNA binding	GO:0003723	ORF|Verified
YLR385C	SWC7	S000004377	F	molecular_function	GO:0003674	ORF|Verified
YLR386W	VAC14	S000004378	F	protein binding, bridging	GO:0030674	ORF|Verified
YLR387C	REH1	S000004379	F	molecular_function	GO:0003674	ORF|Verified
YLR388W	RPS29A	S000004380	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR388W	RPS29A	S000004380	F	structural molecule activity	GO:0005198	ORF|Verified
YLR389C	STE23	S000004381	F	hydrolase activity	GO:0016787	ORF|Verified
YLR389C	STE23	S000004381	F	peptidase activity	GO:0008233	ORF|Verified
YLR390W	ECM19	S000004382	F	molecular_function	GO:0003674	ORF|Verified
YLR390W-A	CCW14	S000006429	F	structural molecule activity	GO:0005198	ORF|Verified
YLR392C	ART10	S000004384	F	molecular_function	GO:0003674	ORF|Verified
YLR393W	ATP10	S000004385	F	unfolded protein binding	GO:0051082	ORF|Verified
YLR394W	CST9	S000004386	F	chromatin binding	GO:0003682	ORF|Verified
YLR394W	CST9	S000004386	F	transferase activity	GO:0016740	ORF|Verified
YLR395C	COX8	S000004387	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR395C	COX8	S000004387	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLR396C	VPS33	S000004388	F	ion binding	GO:0043167	ORF|Verified
YLR396C	VPS33	S000004388	F	lipid binding	GO:0008289	ORF|Verified
YLR397C	AFG2	S000004389	F	ATPase activity	GO:0016887	ORF|Verified
YLR397C	AFG2	S000004389	F	hydrolase activity	GO:0016787	ORF|Verified
YLR398C	SKI2	S000004390	F	RNA binding	GO:0003723	ORF|Verified
YLR398C	SKI2	S000004390	F	helicase activity	GO:0004386	ORF|Verified
YLR398C	SKI2	S000004390	F	hydrolase activity	GO:0016787	ORF|Verified
YLR398C	SKI2	S000004390	F	mRNA binding	GO:0003729	ORF|Verified
YLR399C	BDF1	S000004391	F	DNA binding	GO:0003677	ORF|Verified
YLR399C	BDF1	S000004391	F	chromatin binding	GO:0003682	ORF|Verified
YLR399C	BDF1	S000004391	F	histone binding	GO:0042393	ORF|Verified
