"ORF","ontology","term"
"YLR047C","MF","ferric-chelate reductase activity"
"YLR047C","CC","fungal-type vacuole membrane"
"YLR047C","CC","endoplasmic reticulum"
"YLR047C","CC","plasma membrane"
"YLR047C","BP","monoatomic ion transport"
"YLR047C","CC","membrane"
"YLR047C","MF","oxidoreductase activity"
"YLR047C","MF","oxidoreductase activity, acting on metal ions"
"YLR047C","BP","reductive iron assimilation"
"YLR047C","BP","iron ion homeostasis"
"YLR048W","BP","ribosomal small subunit assembly"
"YLR048W","BP","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YLR048W","BP","endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YLR048W","BP","cytoplasmic translation"
"YLR048W","MF","structural constituent of ribosome"
"YLR048W","CC","cytoplasm"
"YLR048W","CC","ribosome"
"YLR048W","BP","rRNA processing"
"YLR048W","BP","rRNA export from nucleus"
"YLR048W","BP","translation"
"YLR048W","CC","small ribosomal subunit"
"YLR048W","CC","cytosolic small ribosomal subunit"
"YLR048W","BP","ribosome biogenesis"
"YLR049C","MF","molecular_function"
"YLR049C","CC","cellular_component"
"YLR049C","BP","biological_process"
"YLR050C","MF","molecular_function"
"YLR050C","CC","endoplasmic reticulum"
"YLR050C","CC","endoplasmic reticulum membrane"
"YLR050C","BP","biological_process"
"YLR050C","CC","membrane"
"YLR051C","BP","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YLR051C","BP","endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YLR051C","BP","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YLR051C","MF","molecular_function"
"YLR051C","CC","nucleus"
"YLR051C","CC","nucleolus"
"YLR051C","BP","rRNA processing"
"YLR051C","BP","ribosome biogenesis"
"YLR052W","BP","telomere maintenance via recombination"
"YLR052W","BP","telomere maintenance"
"YLR052W","CC","chromosome, telomeric region"
"YLR052W","MF","molecular_function"
"YLR052W","CC","nucleus"
"YLR052W","CC","Ino80 complex"
"YLR053C","MF","molecular_function"
"YLR053C","CC","cellular_component"
"YLR053C","BP","biological_process"
"YLR054C","MF","molecular_function"
"YLR054C","CC","prospore membrane"
"YLR054C","CC","cytoplasm"
"YLR054C","CC","membrane"
"YLR054C","BP","sporulation resulting in formation of a cellular spore"
"YLR054C","BP","ascospore wall assembly"
"YLR055C","BP","negative regulation of transcription by RNA polymerase II"
"YLR055C","CC","SAGA complex"
"YLR055C","MF","transcription coregulator activity"
"YLR055C","CC","nucleus"
"YLR055C","BP","chromatin organization"
"YLR055C","BP","regulation of transcription by RNA polymerase II"
"YLR055C","BP","histone acetylation"
"YLR055C","MF","TBP-class protein binding"
"YLR055C","BP","positive regulation of transcription by RNA polymerase II"
"YLR056W","MF","C-5 sterol desaturase activity"
"YLR056W","MF","iron ion binding"
"YLR056W","CC","endoplasmic reticulum"
"YLR056W","CC","endoplasmic reticulum lumen"
"YLR056W","CC","endoplasmic reticulum membrane"
"YLR056W","BP","lipid metabolic process"
"YLR056W","BP","steroid biosynthetic process"
"YLR056W","BP","ergosterol biosynthetic process"
"YLR056W","BP","steroid metabolic process"
"YLR056W","BP","lipid biosynthetic process"
"YLR056W","CC","membrane"
"YLR056W","BP","sterol biosynthetic process"
"YLR056W","MF","oxidoreductase activity"
"YLR057W","CC","Golgi membrane"
"YLR057W","MF","molecular_function"
"YLR057W","MF","mannosyl-oligosaccharide 1,2-alpha-mannosidase activity"
"YLR057W","MF","calcium ion binding"
"YLR057W","CC","endoplasmic reticulum"
"YLR057W","CC","endoplasmic reticulum membrane"
"YLR057W","BP","carbohydrate metabolic process"
"YLR057W","BP","protein glycosylation"
"YLR057W","BP","N-glycan processing"
"YLR057W","BP","metabolic process"
"YLR057W","CC","membrane"
"YLR057W","MF","hydrolase activity"
"YLR057W","MF","hydrolase activity, acting on glycosyl bonds"
"YLR057W","BP","ubiquitin-dependent ERAD pathway"
"YLR058C","MF","catalytic activity"
"YLR058C","MF","glycine hydroxymethyltransferase activity"
"YLR058C","CC","cytoplasm"
"YLR058C","CC","plasma membrane"
"YLR058C","BP","glycine metabolic process"
"YLR058C","BP","L-serine catabolic process"
"YLR058C","BP","one-carbon metabolic process"
"YLR058C","MF","zinc ion binding"
"YLR058C","MF","amino acid binding"
"YLR058C","MF","transferase activity"
"YLR058C","BP","glycine biosynthetic process from serine"
"YLR058C","MF","pyridoxal phosphate binding"
"YLR058C","BP","tetrahydrofolate interconversion"
"YLR058C","CC","mating projection tip"
"YLR058C","BP","tetrahydrofolate metabolic process"
"YLR058C","BP","folic acid metabolic process"
"YLR058C","MF","cobalt ion binding"
"YLR058C","MF","serine binding"
"YLR058C","BP","cellular response to tetrahydrofolate"
"YLR059C","BP","mitochondrial genome maintenance"
"YLR059C","MF","3'-5'-RNA exonuclease activity"
"YLR059C","BP","exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YLR059C","MF","nucleic acid binding"
"YLR059C","MF","nuclease activity"
"YLR059C","MF","exonuclease activity"
"YLR059C","CC","mitochondrion"
"YLR059C","MF","3'-5' exonuclease activity"
"YLR059C","MF","hydrolase activity"
"YLR059C","BP","U4 snRNA 3'-end processing"
"YLR059C","BP","U5 snRNA 3'-end processing"
"YLR060W","MF","nucleotide binding"
"YLR060W","MF","magnesium ion binding"
"YLR060W","MF","RNA binding"
"YLR060W","MF","aminoacyl-tRNA ligase activity"
"YLR060W","MF","phenylalanine-tRNA ligase activity"
"YLR060W","MF","ATP binding"
"YLR060W","CC","cytoplasm"
"YLR060W","BP","translation"
"YLR060W","BP","phenylalanyl-tRNA aminoacylation"
"YLR060W","CC","phenylalanine-tRNA ligase complex"
"YLR060W","MF","ligase activity"
"YLR061W","BP","cytoplasmic translation"
"YLR061W","MF","RNA binding"
"YLR061W","MF","structural constituent of ribosome"
"YLR061W","CC","cytoplasm"
"YLR061W","CC","ribosome"
"YLR061W","BP","translation"
"YLR061W","CC","cytosolic large ribosomal subunit"
"YLR063W","CC","nucleus"
"YLR063W","CC","cytoplasm"
"YLR063W","BP","rRNA processing"
"YLR063W","MF","methyltransferase activity"
"YLR063W","MF","S-adenosylmethionine-dependent methyltransferase activity"
"YLR063W","MF","transferase activity"
"YLR063W","BP","methylation"
"YLR063W","MF","rRNA (uridine-N3-)-methyltransferase activity"
"YLR063W","BP","rRNA base methylation"
"YLR064W","MF","molecular_function"
"YLR064W","CC","nucleus"
"YLR064W","CC","nuclear envelope"
"YLR064W","CC","nuclear pore"
"YLR064W","CC","endoplasmic reticulum"
"YLR064W","CC","endoplasmic reticulum membrane"
"YLR064W","BP","biological_process"
"YLR064W","BP","protein transport"
"YLR064W","CC","membrane"
"YLR064W","BP","mRNA transport"
"YLR064W","BP","membrane organization"
"YLR064W","BP","endoplasmic reticulum tubular network organization"
"YLR065C","MF","molecular_function"
"YLR065C","CC","vacuole"
"YLR065C","CC","endoplasmic reticulum"
"YLR065C","CC","endoplasmic reticulum membrane"
"YLR065C","BP","vacuolar protein processing"
"YLR065C","BP","protein transport"
"YLR065C","CC","membrane"
"YLR065C","CC","intracellular membrane-bounded organelle"
"YLR066W","MF","molecular_function"
"YLR066W","CC","endoplasmic reticulum"
"YLR066W","CC","signal peptidase complex"
"YLR066W","CC","endoplasmic reticulum membrane"
"YLR066W","BP","signal peptide processing"
"YLR066W","CC","membrane"
"YLR066W","BP","protein targeting to ER"
"YLR067C","MF","mRNA binding"
"YLR067C","CC","mitochondrion"
"YLR067C","CC","mitochondrial inner membrane"
"YLR067C","CC","membrane"
"YLR067C","CC","extrinsic component of mitochondrial inner membrane"
"YLR067C","BP","mitochondrial cytochrome c oxidase assembly"
"YLR067C","MF","translation regulator activity"
"YLR067C","BP","positive regulation of mitochondrial translational initiation"
"YLR068W","BP","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YLR068W","MF","molecular_function"
"YLR068W","CC","nucleus"
"YLR068W","CC","nucleolus"
"YLR068W","BP","rRNA processing"
"YLR069C","MF","nucleotide binding"
"YLR069C","MF","translation elongation factor activity"
"YLR069C","MF","GTPase activity"
"YLR069C","MF","GTP binding"
"YLR069C","CC","mitochondrion"
"YLR069C","CC","cytosol"
"YLR069C","BP","translation"
"YLR069C","BP","translational elongation"
"YLR069C","BP","mitochondrial translation"
"YLR069C","BP","mitochondrial translational elongation"
"YLR070C","MF","L-iditol 2-dehydrogenase activity"
"YLR070C","CC","cellular_component"
"YLR070C","BP","carbohydrate metabolic process"
"YLR070C","BP","xylulose biosynthetic process"
"YLR070C","BP","sorbitol catabolic process"
"YLR070C","MF","zinc ion binding"
"YLR070C","MF","oxidoreductase activity"
"YLR070C","BP","L-arabinose catabolic process to xylulose 5-phosphate"
"YLR070C","BP","D-xylose metabolic process"
"YLR070C","MF","D-xylulose reductase activity"
"YLR070C","MF","metal ion binding"
"YLR071C","BP","negative regulation of transcription by RNA polymerase II"
"YLR071C","MF","TFIIB-class transcription factor binding"
"YLR071C","MF","transcription coregulator activity"
"YLR071C","CC","nucleus"
"YLR071C","BP","regulation of transcription by RNA polymerase II"
"YLR071C","CC","mediator complex"
"YLR071C","BP","positive regulation of transcription by RNA polymerase II"
"YLR071C","CC","core mediator complex"
"YLR072W","CC","cytoplasm"
"YLR072W","CC","mitochondrion"
"YLR072W","CC","endoplasmic reticulum"
"YLR072W","CC","endoplasmic reticulum membrane"
"YLR072W","CC","membrane"
"YLR072W","BP","intracellular sterol transport"
"YLR072W","CC","mitochondria-associated endoplasmic reticulum membrane"
"YLR072W","CC","nucleus-vacuole junction"
"YLR072W","BP","intermembrane lipid transfer"
"YLR072W","MF","sterol transfer activity"
"YLR072W","CC","vacuole-mitochondrion membrane contact site"
"YLR073C","MF","cysteine-type deubiquitinase activity"
"YLR073C","MF","enzyme inhibitor activity"
"YLR073C","MF","cysteine-type endopeptidase inhibitor activity"
"YLR073C","CC","endosome"
"YLR073C","BP","negative regulation of peptidase activity"
"YLR073C","BP","negative regulation of endopeptidase activity"
"YLR073C","BP","ubiquitin recycling"
"YLR073C","CC","membrane"
"YLR073C","BP","protein deubiquitination"
"YLR073C","MF","peptidase inhibitor activity"
"YLR073C","MF","K63-linked deubiquitinase activity"
"YLR073C","BP","protein K63-linked deubiquitination"
"YLR074C","BP","ribosomal large subunit export from nucleus"
"YLR074C","MF","nucleic acid binding"
"YLR074C","CC","nucleus"
"YLR074C","CC","cytoplasm"
"YLR074C","CC","endoplasmic reticulum"
"YLR074C","MF","zinc ion binding"
"YLR074C","CC","preribosome, large subunit precursor"
"YLR074C","MF","ribosomal large subunit binding"
"YLR074C","MF","metal ion binding"
"YLR075W","BP","ribosomal large subunit assembly"
"YLR075W","BP","cytoplasmic translation"
"YLR075W","MF","structural constituent of ribosome"
"YLR075W","CC","cytoplasm"
"YLR075W","CC","ribosome"
"YLR075W","BP","translation"
"YLR075W","BP","translational termination"
"YLR075W","CC","cytosolic large ribosomal subunit"
"YLR077W","MF","molecular_function"
"YLR077W","CC","mitochondrion"
"YLR077W","CC","membrane"
"YLR077W","CC","mitochondrial membrane"
"YLR077W","BP","mitochondrial respiratory chain complex III assembly"
"YLR078C","CC","Golgi membrane"
"YLR078C","MF","SNARE binding"
"YLR078C","MF","SNAP receptor activity"
"YLR078C","CC","endoplasmic reticulum"
"YLR078C","CC","endoplasmic reticulum membrane"
"YLR078C","CC","Golgi apparatus"
"YLR078C","CC","cytosol"
"YLR078C","BP","protein targeting to vacuole"
"YLR078C","BP","endoplasmic reticulum to Golgi vesicle-mediated transport"
"YLR078C","BP","intra-Golgi vesicle-mediated transport"
"YLR078C","BP","Golgi to vacuole transport"
"YLR078C","BP","vesicle fusion"
"YLR078C","CC","ER to Golgi transport vesicle membrane"
"YLR078C","BP","protein transport"
"YLR078C","CC","membrane"
"YLR078C","BP","vesicle-mediated transport"
"YLR078C","CC","SNARE complex"
"YLR078C","CC","late endosome membrane"
"YLR078C","BP","retrograde transport, endosome to Golgi"
"YLR078C","BP","vesicle fusion with Golgi apparatus"
"YLR079W","BP","regulation of cyclin-dependent protein serine/threonine kinase activity"
"YLR079W","BP","G1/S transition of mitotic cell cycle"
"YLR079W","MF","cyclin-dependent protein serine/threonine kinase inhibitor activity"
"YLR079W","CC","nucleus"
"YLR079W","CC","cytoplasm"
"YLR079W","BP","negative regulation of macroautophagy"
"YLR079W","BP","negative regulation of cyclin-dependent protein serine/threonine kinase activity"
"YLR080W","CC","Golgi membrane"
"YLR080W","MF","mannose binding"
"YLR080W","CC","endoplasmic reticulum"
"YLR080W","CC","endoplasmic reticulum membrane"
"YLR080W","CC","endoplasmic reticulum-Golgi intermediate compartment"
"YLR080W","CC","Golgi apparatus"
"YLR080W","BP","endoplasmic reticulum to Golgi vesicle-mediated transport"
"YLR080W","BP","endoplasmic reticulum organization"
"YLR080W","BP","Golgi organization"
"YLR080W","BP","protein transport"
"YLR080W","CC","membrane"
"YLR080W","CC","COPII-coated ER to Golgi transport vesicle"
"YLR080W","MF","carbohydrate binding"
"YLR080W","MF","metal ion binding"
"YLR081W","MF","carbohydrate:proton symporter activity"
"YLR081W","MF","galactose transmembrane transporter activity"
"YLR081W","MF","glucose transmembrane transporter activity"
"YLR081W","CC","plasma membrane"
"YLR081W","BP","galactose metabolic process"
"YLR081W","BP","carbohydrate transport"
"YLR081W","MF","hexose transmembrane transporter activity"
"YLR081W","BP","galactose transmembrane transport"
"YLR081W","CC","membrane"
"YLR081W","MF","transmembrane transporter activity"
"YLR081W","BP","glucose import"
"YLR081W","BP","transmembrane transport"
"YLR081W","CC","cell periphery"
"YLR081W","BP","carbohydrate import across plasma membrane"
"YLR081W","BP","proton transmembrane transport"
"YLR082C","MF","molecular_function"
"YLR082C","CC","nucleus"
"YLR082C","CC","cytoplasm"
"YLR082C","BP","nucleobase-containing compound metabolic process"
"YLR083C","CC","fungal-type vacuole membrane"
"YLR083C","BP","invasive growth in response to glucose limitation"
"YLR083C","MF","molecular_function"
"YLR083C","CC","endosome"
"YLR083C","CC","vacuole"
"YLR083C","CC","vacuolar membrane"
"YLR083C","BP","monoatomic ion transport"
"YLR083C","BP","intracellular copper ion homeostasis"
"YLR083C","BP","vacuolar transport"
"YLR083C","BP","pseudohyphal growth"
"YLR083C","CC","endosome membrane"
"YLR083C","CC","membrane"
"YLR083C","BP","endosomal transport"
"YLR083C","BP","protein localization to membrane"
"YLR084C","BP","cellular bud site selection"
"YLR084C","MF","molecular_function"
"YLR084C","CC","cellular bud scar"
"YLR084C","CC","mitochondrion"
"YLR084C","CC","endoplasmic reticulum"
"YLR084C","CC","plasma membrane"
"YLR084C","CC","cellular bud tip"
"YLR084C","CC","cellular bud neck"
"YLR084C","BP","cell cycle"
"YLR084C","BP","axial cellular bud site selection"
"YLR084C","BP","bipolar cellular bud site selection"
"YLR084C","CC","membrane"
"YLR084C","BP","cell division"
"YLR084C","BP","positive regulation of establishment of bipolar cell polarity regulating cell shape"
"YLR084C","CC","plasma membrane of growing cell tip"
"YLR085C","CC","Swr1 complex"
"YLR085C","CC","nucleus"
"YLR085C","CC","cytoplasm"
"YLR085C","BP","chromatin organization"
"YLR085C","BP","chromatin remodeling"
"YLR085C","MF","nucleosome binding"
"YLR085C","CC","nuclear periphery"
"YLR086W","BP","mitotic sister chromatid segregation"
"YLR086W","MF","nucleotide binding"
"YLR086W","MF","chromatin binding"
"YLR086W","MF","ATP binding"
"YLR086W","CC","nucleus"
"YLR086W","CC","chromosome"
"YLR086W","CC","cytoplasm"
"YLR086W","BP","cell cycle"
"YLR086W","BP","mitotic chromosome condensation"
"YLR086W","BP","synaptonemal complex assembly"
"YLR086W","BP","meiotic chromosome condensation"
"YLR086W","MF","ATP hydrolysis activity"
"YLR086W","BP","chromosome condensation"
"YLR086W","BP","chromosome organization"
"YLR086W","BP","cell division"
"YLR086W","BP","meiotic chromosome separation"
"YLR086W","BP","tRNA gene clustering"
"YLR086W","BP","rDNA chromatin condensation"
"YLR087C","MF","molecular_function"
"YLR087C","CC","mitochondrion"
"YLR087C","BP","fermentation"
"YLR087C","CC","membrane"
"YLR087C","BP","protein maturation"
"YLR088W","MF","molecular_function"
"YLR088W","CC","endoplasmic reticulum"
"YLR088W","CC","endoplasmic reticulum membrane"
"YLR088W","BP","GPI anchor biosynthetic process"
"YLR088W","CC","membrane"
"YLR088W","BP","attachment of GPI anchor to protein"
"YLR088W","CC","GPI-anchor transamidase complex"
"YLR089C","MF","catalytic activity"
"YLR089C","MF","L-alanine:2-oxoglutarate aminotransferase activity"
"YLR089C","CC","mitochondrion"
"YLR089C","CC","mitochondrial matrix"
"YLR089C","BP","alanine biosynthetic process"
"YLR089C","BP","alanine catabolic process"
"YLR089C","MF","transaminase activity"
"YLR089C","BP","biosynthetic process"
"YLR089C","MF","transferase activity"
